"spellID","Name","Description"
57546,"Greater Turn Evil","The targeted undead or demon enemy will be compelled to flee for up to 20 sec.  Damage caused may interrupt the effect.  Only one target can be turned at a time."
57609,"Fire Cannon","Fires a cannon blast, dealing up to 7,328 damage and 1,300 siege damage to nearby structures."
57643,"Spell Reflection","Raise your shield, reflecting the next spell cast on you.  Lasts 5 sec."
57652,"Crashing Wave","You cause a Crashing Wave that does 15,580 Nature damage when in contact with hostile targets in front of you within 20 yards, knocking them back. Double damage to Frozen targets."
57774,"Judgment of Light","Unleashes the energy of a Seal spell to judge an enemy for until cancelled, granting melee attacks made against the judged enemy a chance of healing the attacker."
57843,"Mojo Empowered Fire Ward","Surrounds the caster with a shield that lasts 1.5 min. Increases damage dealt by 30% and can absorb a fixed amount of Fire damage."
58054,"Blessing of Kings","Places a Blessing on the friendly target, increasing total stats by 10% for 30 min.  Players may only have one Blessing on them per Paladin at any one time."
58153,"Unholy Light","Heals a friendly target for 18,685."
58154,"Hammer of Injustice","Stuns the target for 6 sec."
58187,"Transferred Power","Increases an ally's attack speed by 1% for 1 sec."
58291,"Shield Disruption","Weakens the magic keeping a prisoner at bay."
58534,"Deep Freeze","Causes 4,893 Frost damage and stuns the target for 4 sec."
58912,"Deathstorm","Strikes an enemy with a deathbolt that arcs to another nearby enemy. The spell affects up to 12 targets, causing Shadow damage to each."
58916,"Gift of the Lich King","Raise ghouls from dead Lordaeron Footmen in the target area."
58958,"Presence of the Master","Causes up to 0 nearby enemies to flee for 10 sec."
59059,"Launch Bomb","Launches a powerful bomb to the earth."
59202,"Clever","Increases your dodge by ^4.0820 for 15 sec."
59622,"Anti-Air Rocket","Fires an explosive missile directly forward, detonating when it has travelled 100 yards, hitting any enemies within 10 yards."
59628,"Tricks of the Trade","The current party or raid member becomes the target of your Tricks of the Trade. The threat caused by your next attack and all actions taken for 6 sec afterwards will be transferred to the target."
59880,"Suppression Charge","Fire at a Ymirheim Spear Gun to obscure its vision and clog its firing mechanism. Lasts for 15 sec."
59912,"Chaos Blast","Deals 1155 Shadow damage to the target and any enemies within 10 yards of the target."
60103,"Lava Lash","Charges your off-hand weapon with lava and burns your target, dealing 30,904 Fire damage."
60177,"Hunger For Blood","Enrages you, increasing all damage caused by 5%.  If used while a harmful physical effect is afflicting you, it will attempt to remove it and refund 5 energy.  This effect can be stacked up to 3 times.  Lasts 30 sec."
60181,"Arcane Stream","Inflicts Arcane damage to an enemy for 4 sec."
60182,"Mana Detonation","Sends out a blast wave of magic, inflicting 10,022 Arcane damage to nearby enemies and knocking them back."
60195,"Sinister Strike","Inflicts normal damage plus 133 to an enemy."
60322,"Scroll of Recall","Teleports the caster in a random direction up to 30 yards away."
60540,"Chained Grip","Use Nergeld to pull an enemy towards him within 40 yards."
60642,"Annihilate","Leap at Illidan dealing weapon damage +635,115 and stunning him for 6 seconds."
60644,"Deathstrike","Deals weapon damage +31,756."
60793,"Back Leap","Leap through the air and slam down on all enemies within 8 yards of the target area, causing 12,735% weapon damage and stunning them for until cancelled.  This ability will remove any Immobilzation effects when used."
60932,"Disengage","You attempt to disengage from the target, leaping backwards. Must be facing the target."
61193,"Spirit Strike","Burns the enemy for 1,632 Arcane damage and then an additional 1,632 after 6 sec."
61295,"Riptide","Restorative waters wash over a friendly target, healing them for 18,340 and an additional 22,851 over 18 sec."
61882,"Earthquake Totem","Summons a totem at the target location which causes the earth within 8 yds to tremble and break, dealing 18,018 Physical damage over 10 sec and sometimes knocking down enemies."
61914,"Static Disruption Visual","Blasts an enemy with lightning, inflicting cosmetic Nature damage."
62124,"Hand of Reckoning","Taunts the target to attack you, and increases threat that you generate against the target for 3 sec."
62299,"Speed Boost","Fires the fuel injectors on the bike, increasing its speed by 100% for 5 sec."
62321,"Runic Shield","Surrounds the caster with a runic barrier, absorbing 40,000 magical damage and reducing all Physical damage taken by 50%."
62327,"Runic Lightning","Strikes an enemy with a blast of runic lightning, inflicting 16,496 Nature damage."
62328,"Runic Mending","Heals an ally for 11,258, then heals for an additional 3,664 every 3 sec. for 15 sec."
62346,"Steam Rush","Put the steam engine into overdrive for a short duration, rushing forward, dealing siege damage and knocking back enemies."
62394,"Flame Cannon","Fires a cannon blast."
62425,"Transfer Pressure to the Weapon Systems","Transfers all of the engine pressure to the weapons systems.



   200-500 pressure  : 

        20% increased damage. 

        Lasts 20 sec.



   500-800 pressure  : 

        30% increased damage. 

        Lasts 30 sec.



   800-1100 pressure  : 

        40% increased damage. 

        Lasts 40 sec.



   1100+ pressure  : 

        50% increased damage. 

        Lasts 50 sec."
62426,"Transfer Pressure to the Wheels","Transfers all of the engine pressure to the wheels, increasing speed.



   200-500 pressure  : 

        20% movement speed. 

        Lasts 20 sec.



   500-800 pressure  : 

        30% movement speed. 

        Lasts 30 sec.



   800-1100 pressure  : 

        40% movement speed. 

        Lasts 40 sec.



   1100+ pressure  : 

        50% movement speed. 

        Lasts 50 sec."
62471,"Increased Speed","Injects liquid pyrite into the engines, increasing movement speed by 100%. Lasts 20 sec."
62490,"Hurl Pyrite Barrel","Hurls an orb of blue pyrite into the distance, dealing damage, but consumes ammo."
62608,"Flame Lash","The Lasher inflicts Fire damage equal to 150% of their melee damage."
62618,"Power Word: Barrier","Summons a holy barrier to protect all allies at the target location for 10 sec, reducing all damage taken by 25% and preventing damage from delaying spellcasting."
62645,"Shock Grenade","Fires a shock charge directly in front of the motorcycle, dealing 6,107 Nature damage and slowing the attack speed of any enemy near the impact."
62695,"Bind Sight to Depth Charge","Allows the caster to see through the target's eyes for 14 sec."
62735,"Ritual of Summoning Test","Begins a ritual that creates a summoning portal.  The summoning portal can be used by 2 party or raid members to summon a targeted party or raid member.  The ritual portal requires the caster and 2 additional party or raid members to complete.  In order to participate, all players must be out of combat and right-click the portal and not move until the ritual is complete."
62806,"Reel In","Reels in your line, reducing the fish's Endurance by 11."
62809,"Great Heal","Calls upon Holy magic to heal all nearby allies."
62974,"Sonic Horn","Sends a wave of force in front of the motorcycle, causing 8,549 damage to all enemy targets within 35 yards in a frontal cone."
63134,"Sara's Blessing","Heals a friendly target for 39,788, but causes 73,280 Shadow damage over 20 sec."
63138,"Sara's Fervor","Increases a friendly target's damage by 20%, but also increases damage taken by the target by 100%. Lasts 15 sec."
63147,"Sara's Anger","Inflicts 15,267 Shadow damage every 3 sec, but increases Physical damage done by 12,000. Lasts 12 sec."
63301,"Hook","Prevent the target from regenerating Endurance for 5 sec."
63560,"Dark Transformation","Transform your ghoul into a powerful undead monstrosity for 20 sec. The ghoul's abilities are empowered and take on new functions while the transformation is active."
63672,"ObsoleteBlack Arrow","Fires a Black Arrow at the target, increasing all damage done by you to the target by 6% and dealing 13,316 Shadow damage over 15 sec. Black Arrow shares a cooldown with Trap spells."
63900,"Thunderstomp","Shakes the ground with thundering force, doing 6,265 Nature damage to all enemies within 8 yards. This ability causes a moderate amount of additional threat."
64044,"Psychic Horror","Terrifies the target, stunning them for 4 sec."
64244,"Plague of Frogs","Summon forth a plague of frogs, causing nature damage to the target area."
64528,"Melt Ice","Attempts to melt a nearby Flash Freeze, inflicting Fire damage equal to 120% of its total health over 10 sec."
64664,"Throw Glaive","Fire at Horde Wind Riders to shoot them down."
64843,"Divine Hymn","Heals all party or raid members within 40 yards for 52,820 over 7.7 sec, and increases healing done to them by 10% for 8 sec. Healing increased by 100% when not in a raid."
65060,"Twilight Bolt","Hurls a bolt of dark magic at an enemy, inflicting Shadow damage."
65063,"Emerald Barrage","Inflict nature damage on Twilight Riders and the Twilight Portal."
65393,"Flowers of the Dead","Detect lesser invisibility for 30 sec. Only works during the Day of the Dead."
65402,"Swipe","Swipe nearby enemies, inflicting 476 damage."
65407,"Pounce","Pounce, jumping up to 45 yards away, stunning the target for 3 sec and causing 687 damage. Minimum range is 5 yards."
65490,"Vampiric Touch","Causes 16,792 Shadow damage over 15 sec to your target."
65815,"Curse of Exhaustion","Reduces the target's movement speed by 50% for 12 sec.  Only one Curse per Warlock can be active on any one target."
65816,"Hellfire","Ignites the area surrounding the caster, causing 1,832 Fire damage to himself and 3,053 Fire damage to all nearby enemies every 1.0 sec.  Lasts 15 sec."
65855,"Insect Swarm","The enemy target is swarmed by insects, decreasing their chance to hit with melee and ranged attacks by 3% and causing 18,321 Nature damage over 12 sec."
65861,"Force of Nature","Summons 3 treants to attack enemy targets for 30 sec."
65864,"Dive","Increases your movement speed by 80% for 5 sec."
65866,"Explosive Shot","You fire an explosive charge into the enemy target, dealing 2,443 Fire damage. The charge will blast the target every second for an additional 2 sec."
65867,"Steady Shot","A steady shot that causes weapon damage to a target."
65880,"Frost Trap","Place a frost trap that creates an ice slick around itself for 30 sec when the first enemy approaches it.  All enemies within 0 yards will be slowed by 10% while in the area of effect.  Trap will exist for 1 min.  Only one trap can be active at a time."
65957,"Eviscerate","Finishing move that causes 6,107 Physical damage."
65960,"Blind","Blinds the target, causing it to wander disoriented for up to 1 min.  Any damage caused will remove the effect."
65990,"Windfury Totem","Summons a Windfury Totem with 5 health at the feet of the caster.  The totem provides 5% melee haste to all party and raid members within 0 yards.  Lasts 5 min."
65991,"Strength of Earth Totem","Summons a Strength of Earth Totem with 5 health at the feet of the caster.  The totem increases the strength and agility by 5 to all party and raid members within 0 yards.  Lasts 5 min."
65992,"Tremor Totem","Summons a Tremor Totem with 5 health at the feet of the caster that shakes the ground around it, removing Fear, Charm and Sleep effects from party members within 0 yards.  Lasts 5 min."
66009,"Hand of Protection","A targeted ally member is protected from all physical attacks for 10 sec."
